CPAR2_100170		CPAG_02509	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	34564	33284	C	CAL0000153739		Ortholog(s) have DNA primase activity, single-stranded DNA binding activity and role in DNA replication, DNA replication, synthesis of RNA primer	2012-03-12	2012-03-12				N	PRI1
CPAR2_100180		CPAG_02510	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	36149	34842	C	CAL0000156225		Ortholog(s) have unfolded protein binding activity, role in ribosomal large subunit assembly, ribosomal large subunit biogenesis and cytosol localization	2012-03-12	2012-03-12				N	SQT1
CPAR2_100190		CPAG_02511	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	36883	37893	W	CAL0000153173		Ortholog(s) have dehydrodolichyl diphosphate synthase activity, prenyltransferase activity and role in dolichol biosynthetic process, endoplasmic reticulum to Golgi vesicle-mediated transport, protein glycosylation	2012-03-12	2012-03-12				N	RER2
CPAR2_100200	HIS1	CPAG_02512	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	38066	38977	W	CAL0000150981		Ortholog(s) have ATP phosphoribosyltransferase activity and role in histidine biosynthetic process	2012-03-12	2012-03-12				N	HIS1
CPAR2_100210		CPAG_02513	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	39580	38996	C	CAL0000144761		Ortholog(s) have endopeptidase activator activity and role in proteasomal ubiquitin-independent protein catabolic process, proteasome-mediated ubiquitin-dependent protein catabolic process	2012-03-12	2012-03-12				N	PRE1
CPAR2_100220		CPAG_02514	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	40424	39711	C	CAL0000154209		Ortholog(s) have riboflavin synthase activity and role in riboflavin biosynthetic process	2012-03-12	2012-03-12				N	RIB5
CPAR2_100230		CPAG_02515	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	40811	41158	W	CAL0000154357		Ortholog(s) have structural constituent of ribosome activity and mitochondrial small ribosomal subunit localization	2012-03-12	2012-03-12				N	MRP2
CPAR2_100240		CPAG_02516	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	41469	41960	W	CAL0000147527		Ortholog(s) have protein transmembrane transporter activity	2012-03-12	2012-03-12				N	TIM18
CPAR2_100250		CPAG_02517	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	42149	43129	W	CAL0000149051		Ortholog of C. albicans SC5314 : C5_05270C_A, C. dubliniensis CD36 : Cd36_54870, Debaryomyces hansenii CBS767 : DEHA2D13992g and Pichia stipitis Pignal : PICST_40400	2012-03-12	2012-03-12				N	
CPAR2_100260		CPAG_02518	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	43280	44059	W	CAL0000156881		Ortholog(s) have structural constituent of ribosome activity and mitochondrial small ribosomal subunit localization	2012-03-12	2012-03-12				N	RSM7
CPAR2_100270		CPAG_02519	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	44197	45123	W	CAL0000152253		Ortholog of C. albicans SC5314 : C5_05240C_A, C. dubliniensis CD36 : Cd36_54840, C. auris B8441 : B9J08_003974, Candida tenuis NRRL Y-1498 : cten_CGOB_00242 and Debaryomyces hansenii CBS767 : DEHA2D14058g	2012-03-12	2012-03-12				N	
CPAR2_100280		CPAG_02520	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	45244	46554	W	CAL0000154139		Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane localization	2012-03-12	2012-03-12				N	YJR124C
CPAR2_100290		CPAG_02521	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	47017	46652	C	CAL0000145743		Ortholog(s) have cellular bud membrane, mating projection membrane, plasma membrane localization	2012-03-12	2012-03-12				N	YBR016W
CPAR2_100300	TNA1	CPAG_02522	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	49445	47916	C	CAL0000155873		Ortholog(s) have carboxylic acid transmembrane transporter activity and role in carboxylic acid transport, quinolinic acid transmembrane transport	2012-03-12	2012-03-12				N	TNA1
CPAR2_100320		CPAG_02523	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	52397	53077	W	CAL0000150119		Ortholog(s) have structural constituent of ribosome activity, role in rRNA export from nucleus and cytosolic small ribosomal subunit, extracellular region localization	2012-03-12	2012-03-12				N	RPS5
CPAR2_100330		CPAG_02524	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	55127	53277	C	CAL0000147127		Ortholog(s) have mitochondrion localization	2012-03-12	2012-03-12				N	ESBP6
CPAR2_100340	FAV2	CPAG_02525	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	56662	56180	C	CAL0000153971		Ortholog of C. albicans SC5314 : C5_03750W_A/FAV2, C. dubliniensis CD36 : Cd36_53480, Pichia stipitis Pignal : PICST_32059, Candida tropicalis MYA-3404 : CTRG_05537 and Candida albicans WO-1 : CAWG_04747	2012-03-12	2012-03-12				N	
CPAR2_100350		CPAG_02526	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	58476	60581	W	CAL0000146853		Ortholog of C. albicans SC5314 : C5_02310C_A, C. dubliniensis CD36 : Cd36_52120, Candida tropicalis MYA-3404 : CTRG_05522 and Candida albicans WO-1 : CAWG_04613	2012-03-12	2012-03-12				N	
CPAR2_100360		CPAG_02527	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	60988	62661	W	CAL0000156551		Ortholog(s) have role in Golgi inheritance, Golgi localization, endoplasmic reticulum to Golgi vesicle-mediated transport, retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum and COPI vesicle coat localization	2012-03-12	2012-03-12				N	RET2
CPAR2_100370		CPAG_02528	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	63942	62707	C	CAL0000146941		Ortholog(s) have 3',5'-cyclic-AMP phosphodiesterase activity, 3',5'-cyclic-GMP phosphodiesterase activity and role in cAMP catabolic process, cAMP-mediated signaling, negative regulation of cAMP-mediated signaling	2012-03-12	2012-03-12				N	PDE1
CPAR2_100380		CPAG_02529	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	65132	64287	C	CAL0000147705		Ortholog(s) have role in proteasomal ubiquitin-independent protein catabolic process, proteasome assembly, proteasome-mediated ubiquitin-dependent protein catabolic process	2012-03-12	2012-03-12				N	PRE4
CPAR2_100390			ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	65824	65459	C	CAL0000151527		Ortholog(s) have oxoglutarate dehydrogenase (succinyl-transferring) activity, structural constituent of ribosome activity and role in 2-oxoglutarate metabolic process, tricarboxylic acid cycle	2012-03-12	2012-03-12				N	YMR31
CPAR2_100400		CPAG_02530	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	66341	67252	W	CAL0000153455		Ortholog of C. albicans SC5314 : C5_02200W_A, C. dubliniensis CD36 : Cd36_52020, C. auris B8441 : B9J08_002552, Debaryomyces hansenii CBS767 : DEHA2F14278g and Candida tropicalis MYA-3404 : CTRG_03203	2012-03-12	2012-03-12				N	
CPAR2_100410		CPAG_02531	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	67600	68538	W	CAL0000144583		Ortholog(s) have role in posttranslational protein targeting to endoplasmic reticulum membrane and TRC complex localization	2012-03-12	2012-03-12				N	GET4
CPAR2_100420		CPAG_02532	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	69112	68555	C	CAL0000156399		Ortholog(s) have bis(5'-adenosyl)-hexaphosphatase activity, bis(5'-adenosyl)-pentaphosphatase activity, diphosphoinositol-polyphosphate diphosphatase activity and endopolyphosphatase activity, more	2012-03-12	2012-03-12				N	DDP1
CPAR2_100430		CPAG_02533	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	69251	69913	W	CAL0000145845		Has domain(s) with predicted calcium ion binding activity	2012-03-12	2012-03-12				N	SSP120
CPAR2_100440		CPAG_02534	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	70276	69956	C	CAL0000150713		Ortholog(s) have role in aerobic respiration and mitochondrial intermembrane space localization	2012-03-12	2012-03-12				N	MIX14
CPAR2_100450		CPAG_02535	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	70507	70992	W	CAL0000156001		Ortholog(s) have endopeptidase activity, role in protein processing involved in protein targeting to mitochondrion and mitochondrial inner membrane peptidase complex localization	2012-03-12	2012-03-12				N	IMP2
CPAR2_100460	HBT4	CPAG_02536	ORF|Verified	Contig005569_C_parapsilosis_CDC317	72637	71171	C	CAL0000156505		Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	2012-03-12	2012-03-12				N	
CPAR2_100470	HBT3	CPAG_02537	ORF|Verified	Contig005569_C_parapsilosis_CDC317	75503	73986	C	CAL0000145603		Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	2012-03-12	2012-03-12				N	
CPAR2_100480		CPAG_02538	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	78210	79235	W	CAL0000151517		Similar to S. cerevisiae Gre2p (methylglyoxal reductase); expression increased in fluconazole and voriconazole resistant strains	2012-03-12	2012-03-12				N	
CPAR2_100490		CPAG_02539	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	81916	80141	C	CAL0000147635		Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane localization	2012-03-12	2012-03-12				N	
CPAR2_100500		CPAG_02540	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	85483	84377	C	CAL0000148981		Ortholog(s) have dihydroorotase activity and role in 'de novo' pyrimidine nucleobase biosynthetic process, pyrimidine nucleotide biosynthetic process	2012-03-12	2012-03-12				N	URA4
CPAR2_100510		CPAG_02541	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	87222	86740	C	CAL0000147305		Has domain(s) with predicted electron transfer activity, protein disulfide oxidoreductase activity and role in cell redox homeostasis, glycerol ether metabolic process	2012-03-12	2012-03-12				N	
CPAR2_100520		CPAG_02542	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	87609	88055	W	CAL0000145733		Ortholog(s) have role in mRNA splicing, via spliceosome and U4/U6 x U5 tri-snRNP complex, U5 snRNP localization	2012-03-12	2012-03-12				N	DIB1
CPAR2_100530		CPAG_02543	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	88758	88123	C	CAL0000147573		Ortholog(s) have peptidase inhibitor activity, phospholipid binding activity and role in regulation of Ras protein signal transduction, regulation of proteolysis	2012-03-12	2012-03-12				N	TFS1
CPAR2_100540		CPAG_02544	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	90521	89790	C	CAL0000154009		Ortholog(s) have RNA polymerase II cis-regulatory region sequence-specific DNA binding activity and role in carbon catabolite activation of transcription from RNA polymerase II promoter, regulation of cellular respiration	2012-03-12	2012-03-12				N	HAP5
CPAR2_100550		CPAG_02545	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	92136	90703	C	CAL0000155391		Ortholog(s) have S-adenosylmethionine-dependent methyltransferase activity and role in gene silencing, histone lysine methylation, telomere maintenance	2012-03-12	2012-03-12				N	SET5
CPAR2_100560		CPAG_02546	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	94019	92265	C	CAL0000153859		Has domain(s) with predicted amino acid transmembrane transporter activity, role in amino acid transmembrane transport, amino acid transport, transmembrane transport and integral component of membrane, membrane localization	2012-03-12	2012-03-12				N	
CPAR2_100565			ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	95295	94585	C	CAL0000153439		Ortholog of C. albicans SC5314 : C5_02800C_A, C. dubliniensis CD36 : Cd36_52590, Debaryomyces hansenii CBS767 : DEHA2G06908g and Candida guilliermondii ATCC 6260 : PGUG_02858	2012-03-12	2012-03-12				N	
CPAR2_100570		CPAG_02548	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	97220	95463	C	CAL0000150715		Has domain(s) with predicted amino acid transmembrane transporter activity, role in amino acid transmembrane transport, amino acid transport, transmembrane transport and integral component of membrane, membrane localization	2012-03-12	2012-03-12				N	
CPAR2_100580			ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	98569	98946	W	CAL0000153287		Ortholog(s) have RNA binding activity, role in mRNA splicing, via spliceosome and U4/U6 x U5 tri-snRNP complex, U6 snRNP, nucleolus, nucleus localization	2012-03-12	2012-03-12				N	LSM8
CPAR2_100590		CPAG_02549	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	99798	98986	C	CAL0000153525		Ortholog(s) have methylthioribulose 1-phosphate dehydratase activity and role in L-methionine salvage from methylthioadenosine	2012-03-12	2012-03-12				N	MDE1
CPAR2_100600		CPAG_02550	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	100063	100815	W	CAL0000145581		Ortholog(s) have role in ESCRT III complex assembly, late endosome to vacuole transport, late endosome to vacuole transport via multivesicular body sorting pathway, protein targeting to vacuole and cytoplasm, late endosome localization	2012-03-12	2012-03-12				N	DID2
CPAR2_100610		CPAG_02551	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	105383	100929	C	CAL0000148245		Ortholog(s) have protein kinase activity, protein serine/threonine kinase activity	2012-03-12	2012-03-12				N	HSL1
CPAR2_100620		CPAG_02552	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	109116	107383	C	CAL0000147511		Ortholog(s) have CTP synthase activity, role in CTP biosynthetic process, phospholipid biosynthetic process, pyrimidine nucleobase biosynthetic process and cytoophidium localization	2012-03-12	2012-03-12				N	URA7
CPAR2_100630		CPAG_02553	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	110581	109877	C	CAL0000150537		Ortholog(s) have structural molecule activity	2012-03-12	2012-03-12				N	VPS25
CPAR2_100640			ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	111598	110830	C	CAL0000153795		Ortholog(s) have cytosolic large ribosomal subunit localization	2012-03-12	2012-03-12				N	RPL43A
CPAR2_100650		CPAG_02554	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	114710	112032	C	CAL0000150223		Ortholog(s) have protein-macromolecule adaptor activity, ubiquitin-protein transferase activity	2012-03-12	2012-03-12				N	GRR1
CPAR2_100660		CPAG_02555	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	115734	117089	W	CAL0000151293		Ortholog(s) have role in adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion, mRNA splicing, via spliceosome and transcriptionally active chromatin localization	2012-03-12	2012-03-12				N	YJR084W
CPAR2_100670		CPAG_02556	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	118210	121869	W	CAL0000145821		Ortholog(s) have mRNA binding activity and role in cellular protein-containing complex localization, establishment of mitochondrion localization, nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	2012-03-12	2012-03-12				N	JSN1
CPAR2_100680		CPAG_02557	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	123246	122038	C	CAL0000152517		Ortholog(s) have GDP-dissociation inhibitor activity, GTPase activator activity, translation initiation factor activity, translation initiation factor binding activity	2012-03-12	2012-03-12				N	TIF5
CPAR2_100690		CPAG_02558	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	123641	124591	W	CAL0000151259		Ortholog(s) have RNA binding, protein-macromolecule adaptor activity, role in mRNA polyadenylation, pre-mRNA cleavage required for polyadenylation and mRNA cleavage and polyadenylation specificity factor complex localization	2012-03-12	2012-03-12				N	FIP1
CPAR2_100700		CPAG_02559	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	129721	124709	C	CAL0000149311		Ortholog(s) have GTP binding activity, role in axial cellular bud site selection, protein localization to bud neck, septin ring organization and cellular bud neck, cellular bud neck contractile ring, cellular bud scar localization	2012-03-12	2012-03-12				N	BUD4
CPAR2_100710	ECM331	CPAG_02560	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	132210	133526	W	CAL0000144647		Has domain(s) with predicted membrane localization	2012-03-12	2012-03-12				N	
CPAR2_100720		CPAG_02561	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	134815	133574	C	CAL0000145259		Has domain(s) with predicted hydrolase activity	2012-03-12	2012-03-12				N	
CPAR2_100730		CPAG_02562	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	134947	136242	W	CAL0000156641		Ortholog of S. cerevisiae : YHR045W, C. albicans SC5314 : C5_05200C_A, C. glabrata CBS138 : CAGL0J00297g, C. dubliniensis CD36 : Cd36_54800 and C. auris B8441 : B9J08_003970	2012-03-12	2012-03-12				N	YHR045W
CPAR2_100740	PCL5	CPAG_02563	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	137213	136269	C	CAL0000144143		Ortholog(s) have cyclin-dependent protein serine/threonine kinase regulator activity and role in negative regulation of DNA-binding transcription factor activity, negative regulation of macroautophagy, regulation of protein stability	2012-03-12	2012-03-12				N	PCL5
CPAR2_100750		CPAG_02564	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	139482	138385	C	CAL0000154019		Has domain(s) with predicted aspartic-type endopeptidase activity and role in proteolysis	2012-03-12	2012-03-12				N	
CPAR2_100760		CPAG_02565	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	140081	140869	W	CAL0000149445		Ortholog(s) have EMC complex localization	2012-03-12	2012-03-12				N	EMC2
CPAR2_100770			ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	141661	141762	W	CAL0000151837		Ortholog of Candida orthopsilosis Co 90-125 : CORT_0F00874 and Candida orthopsilosis NEW ASSEMBLY : CORT1F00874	2012-03-12	2012-03-12				N	
CPAR2_100780			ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	142353	142252	C	CAL0000148763		Ortholog of Candida orthopsilosis Co 90-125 : CORT_0F00877 and Candida orthopsilosis NEW ASSEMBLY : CORT1F00877	2012-03-12	2012-03-12				N	
CPAR2_100790		CPAG_02566	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	143751	142939	C	CAL0000149099		Ortholog(s) have structural constituent of ribosome activity and mitochondrial small ribosomal subunit localization	2012-03-12	2012-03-12				N	RSM26
CPAR2_100800			ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	145863	144580	C	CAL0000152881		Ortholog(s) have role in TOR signaling, positive regulation of phosphoprotein phosphatase activity, signal transduction	2012-03-12	2012-03-12				N	TIP41
CPAR2_100810		CPAG_02567	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	149467	145964	C	CAL0000144159		Ortholog(s) have glycerophosphocholine phosphodiesterase activity and role in glycerophospholipid catabolic process	2012-03-12	2012-03-12				N	GDE1
CPAR2_100820		CPAG_02568	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	150443	151393	W	CAL0000146525		Ortholog(s) have arginase activity, manganese ion binding, ornithine carbamoyltransferase inhibitor activity, zinc ion binding activity	2012-03-12	2012-03-12				N	CAR1
CPAR2_100830		CPAG_02569	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	151910	152626	W	CAL0000147519		Has domain(s) with predicted nucleic acid binding, nucleotide binding activity	2012-03-12	2012-03-12				N	
CPAR2_100840		CPAG_02011	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	153506	154282	W	CAL0000151085		Ortholog of Candida metapsilosis : CMET_2	2012-03-12	2012-03-12				N	
CPAR2_100850		CPAG_02012	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	154650	155507	W	CAL0000145331		Has domain(s) with predicted nucleic acid binding, nucleotide binding activity	2012-03-12	2012-03-12				N	
CPAR2_100850.1		cpar_CGOB_00009	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	155704	156318	W	CAL0000158959		Ortholog of C. dubliniensis CD36 : Cd36_54100, Lodderomyces elongisporus NRLL YB-4239 : LELG_04057, Candida metapsilosis : CMET_3043 and Candida tropicalis NEW ASSEMBLY : CTRG1_CGOB_00198	2013-04-23	2013-04-23				N	
CPAR2_100860			pseudogene	Contig005569_C_parapsilosis_CDC317	157340	156682	C	CAL0000155305			2012-03-12	2012-03-12				N	
CPAR2_100870	SFC1	CPAG_02014	ORF|Verified	Contig005569_C_parapsilosis_CDC317	160373	161329	W	CAL0000151609		Mitochondrial succinate-fumarate transporter; role in ethanol and acetate utilization; present in purified mitochondrial nucleoids	2012-03-12	2012-03-12				N	SFC1
CPAR2_100880		CPAG_00059	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	163540	161900	C	CAL0000148045		Has domain(s) with predicted nucleic acid binding, zinc ion binding activity	2012-03-12	2012-03-12				N	
CPAR2_100890		CPAG_00058	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	163858	164922	W	CAL0000148669		Ortholog(s) have role in cellular response to heat, cellular response to oxidative stress, negative regulation of autophagy of mitochondrion	2012-03-12	2012-03-12				N	AIM25
CPAR2_100900		CPAG_00057	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	165931	164938	C	CAL0000154701		Ortholog(s) have NEDD8-specific protease activity, thiol-dependent ubiquitin-specific protease activity and role in cytoplasm protein quality control by the ubiquitin-proteasome system, protein deneddylation	2012-03-12	2012-03-12				N	
CPAR2_100900.1		cpar_CGOB_00003	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	166072	166335	W	CAL0000158946		Ortholog of C. albicans SC5314 : C5_04330W_A, C. auris B8441 : B9J08_004362, Candida tenuis NRRL Y-1498 : CANTEDRAFT_116974 and Debaryomyces hansenii CBS767 : DEHA2G19734g	2013-04-23	2013-04-23				N	
CPAR2_100910		CPAG_00056	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	166564	167466	W	CAL0000149991		Ortholog(s) have protein disulfide isomerase activity, protein disulfide oxidoreductase activity, protein-disulfide reductase (glutathione) activity and role in protein folding	2012-03-12	2012-03-12				N	MPD1
CPAR2_100920		CPAG_00055	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	168326	167487	C	CAL0000156695		Ortholog of S. cerevisiae : FSH3, C. albicans SC5314 : C5_04350C_A, C. glabrata CBS138 : CAGL0L11044g, C. dubliniensis CD36 : Cd36_54010 and C. auris B8441 : B9J08_004360	2012-03-12	2012-03-12				N	FSH3
CPAR2_100930			ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	169368	168511	C	CAL0000148445		Has domain(s) with predicted nucleic acid binding, nucleotide binding activity	2012-03-12	2012-03-12				N	
CPAR2_100940			ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	170641	169736	C	CAL0000144483		Has domain(s) with predicted nucleic acid binding activity	2012-03-12	2012-03-12				N	
CPAR2_100950		CPAG_02010	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	171357	171836	W	CAL0000147703		Protein of unknown function	2012-03-12	2012-03-12				N	
CPAR2_100960		CPAG_02009	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	173832	172948	C	CAL0000155381		Ortholog of C. albicans SC5314 : C5_04540C_A, C. dubliniensis CD36 : Cd36_54170, C. auris B8441 : B9J08_004395 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_96367	2012-03-12	2012-03-12				N	
CPAR2_100970		CPAG_02008	ORF|Uncharacterized	Contig005569_C_parapsilosis_CDC317	174988	174080	C	CAL0000146119		Ortholog(s) have nucleotidase activity and role in pyrimidine nucleobase metabolic process	2012-03-12	2012-03-12				N	SDT1
